Gender,Height,Weight
Male,176.9985224,201.6257247
Female,162.7664252,157.5891411
Female,162.099801,126.7389999
Male,166.2199427,144.1320269
Female,166.3113326,138.1243692
Female,155.0301443,111.3269624
Female,172.2747761,153.2695716
Male,177.6126527,204.8756917
Male,170.9268054,174.0877277
Female,159.3164817,121.7220903
Female,160.3630322,121.538248
Male,175.8292526,167.7382482
Male,179.8723348,186.5978956
Female,163.7972215,130.6521309
Female,156.213067,118.8124067
Male,186.6859673,223.4132243
Female,165.2675533,153.5705183
Female,166.3638809,151.5421182
Female,160.4138188,141.4874182
Female,150.242299,103.9989764
Male,166.1139225,146.14673
Male,176.9275385,182.9422925
Male,185.8229503,230.9949047
Male,175.2718818,176.7318925
Male,168.3696005,180.9149265
Female,158.9785542,123.6434447
Female,155.4764365,118.3961309
Male,185.1195357,194.1995089
Female,157.041793,122.7661667
Female,157.9391799,111.8505881
Female,172.9782522,166.8120925
Female,164.9563273,136.6638694
Male,163.7279282,161.3787732
Male,184.9918434,206.6653137
Male,186.5955242,223.0701779
Male,175.4329436,183.5816586
Male,181.4029034,179.8639023
Male,172.6335582,176.9667279
Male,182.3080967,212.6261023
Male,169.8291277,175.7972754
Female,169.5381246,162.6057599
Male,178.5114196,186.9222837
Female,173.2925346,162.9247719
Male,177.5727578,181.5911787
Male,170.44302,164.9745807
Female,160.5641205,126.0267209
Female,168.5139002,161.3397416
Female,160.8796874,126.3816596
Female,161.025315,145.6150167
Female,173.7616977,153.4653345
Male,166.8901256,160.203314
Female,157.4198266,141.855825
Female,160.7663255,159.8213042
Male,180.6286069,202.9933107
Female,157.9878733,127.2296066
Female,154.4282998,111.8990152
Female,155.441629,103.5979874
Female,153.8752547,108.6481762
Male,187.9930364,227.9405038
Male,174.2662456,201.7819829
Male,168.4199592,162.5060369
Male,190.873146,221.3292277
Male,172.2023845,184.8629133
Male,175.1344485,177.0231893
Male,174.872935,178.2569076
Female,153.9752605,116.1513741
Male,166.2386065,157.1032324
Female,152.4352139,133.3275301
Female,160.4439292,138.0298041
Male,171.4302344,183.3838244
Female,158.1219018,122.5800652
Female,156.1836695,119.3303412
Female,151.073659,122.1633499
Female,165.0789525,137.8019703
Female,171.5001222,163.4908317
Female,164.3490706,152.5800089
Male,176.7394073,199.2678611
Male,173.013806,167.8807205
Male,184.301626,210.8636397
Male,165.9507163,174.6556973
Male,176.0374641,210.4636875
Male,172.0083282,171.7319275
Male,181.6836638,220.9406503
Male,181.249855,195.9370728
Male,181.5331862,204.5957328
Female,158.3006412,127.130913
Male,169.55356,181.9234219
Male,177.7915232,196.507741
Female,152.5035795,125.681644
Female,169.4749945,122.7937325
Male,168.0629935,187.3083703
Female,151.8583778,116.9048715
Female,164.203629,148.689557
Female,175.5132504,177.0181516
Female,152.7293371,122.9240912
Female,169.678328,152.0677667
Female,146.5942116,94.38973264
Male,170.9000018,184.1169244
Male,182.146257,199.080779
Female,160.470593,138.0225925
Male,178.5129584,187.2586923
Male,187.0688114,223.2898059
Female,161.9456103,152.0395419
Male,162.8557285,146.2373979
Male,175.8808917,175.2328348
Male,172.0743418,197.9232477
Male,168.1852459,180.5753341
Female,165.5473844,144.5341679
Male,167.1505818,163.8518249
Female,170.810488,172.7136248
Female,164.1869398,135.4495022
Female,151.804122,133.4794844
Female,149.5215485,100.8489
Male,156.8212706,140.0099786
Female,160.7101651,149.1227265
Male,178.6737565,177.4732819
Male,179.7971761,211.2160809
Male,163.4798962,156.0738985
Male,172.8834463,188.3757463
Female,159.0607363,106.5939857
Male,183.7476355,205.6996211
Female,173.4437898,158.5359271
Male,177.0187525,211.718429
Male,187.3492576,217.2198008
Female,166.7214583,141.2323856
Female,163.2883347,143.5098679
Male,159.5303189,139.3105709
Female,157.8460862,130.5522978
Female,153.9844041,120.3825732
Male,174.4318576,172.8471849
Female,157.1529526,125.0458688
Male,174.6300559,194.1323525
Female,146.8006564,112.4581679
Female,163.9036548,131.1207907
Male,173.4970713,185.2796229
Female,163.9498023,143.1906606
Male,171.5304089,164.0043528
Male,173.9341253,190.6860225
Male,181.756605,185.9059095
Male,157.3208011,147.2636865
Female,156.7404903,114.8544645
Female,144.8532979,101.2025509
Female,158.7578191,129.1980084
Male,178.6540168,214.2258856
Female,167.1399382,159.4488655
Male,191.1590202,227.4371382
Female,160.8784992,131.7371844
Male,173.8521967,183.7833827
Male,170.1498469,176.1987252
Male,192.5803623,230.9394542
Male,183.3208334,198.6850217
Female,154.7413488,131.2537378
Female,157.2861921,134.6821266
Female,149.5349537,92.26820464
Male,181.9541718,200.7553203
Female,160.1070208,143.324946
Female,162.8406672,146.7562629
Male,190.5975652,224.3035075
Male,160.4736372,153.6068331
Female,151.7947082,106.181546
Female,149.479748,119.4520166
Female,155.4325873,110.7013405
Male,175.3603871,192.0924492
Female,165.3784208,136.9323013
Male,183.2369465,204.6354397
Female,171.5495008,138.5227892
Female,163.4259358,137.8410749
Female,149.0242205,98.51607861
Female,171.4974794,170.3308892
Female,169.1742768,147.6795304
Male,182.4940343,200.4134245
Female,164.6705943,156.9543765
Female,157.6588069,119.2989868
Female,159.8307078,120.1924316
Male,186.0533674,217.4266592
Female,163.9591355,133.3110571
Female,149.44965,117.2792142
Female,156.4489283,122.2215351
Female,167.4960312,149.9639547
Male,181.5380542,196.54096
Female,179.708582,192.5836389
Male,188.7725213,210.0417032
Male,178.1679801,190.5853768
Male,188.5217842,231.1301898
Female,165.437816,163.3907701
Male,179.0338019,196.5411775
Male,172.5428597,174.3344686
Female,162.118085,153.8461075
Female,162.0760859,142.4217765
Female,162.2001435,136.8523063
Male,174.6058421,188.7570372
Female,163.1583265,141.4013452
Male,189.7033717,224.630424
Male,187.7920568,218.5500933
Male,175.8204976,168.5215667
Male,179.2100192,205.989402
Male,171.8624929,170.3054935
Female,161.4713668,130.8541726
Female,160.2250806,128.4784423
Male,158.5729017,152.8413408
Male,170.7450674,176.5382322
Female,159.5571611,122.4126934
Female,155.9628687,123.983911
Male,174.2167469,173.5957961
Male,177.7603886,192.1441105
Male,172.1322361,190.3202188
Female,165.7089313,146.2388492
Female,163.8128201,141.7356758
Female,163.1865468,145.0280152
Female,163.5224362,127.3863522
Male,170.2607143,188.1556224
Male,178.0320146,220.5234124
Male,179.6044313,197.0608841
Female,145.4661735,94.49963415
Male,182.7666191,205.5640713
Female,170.7391739,168.8093992
Female,169.5667353,166.2323327
Male,170.8741656,185.2850818
Male,173.7243166,179.8789771
Male,184.1237247,198.5816982
Female,171.2463936,148.6057348
Female,152.7374363,129.7351312
Male,165.2078156,178.3016003
Female,151.947146,139.5281168
Male,173.4287172,184.8139092
Female,158.7329815,118.6462872
Male,178.4439755,208.0638903
Female,155.7847565,139.7922062
Male,164.5373397,158.1725501
Female,162.3560953,146.8326401
Female,163.4232911,131.6793111
Female,164.4030287,157.9718802
Male,171.7763504,174.8654514
Male,177.09819,188.2495053
Female,164.3862571,149.1110522
Female,163.5874091,142.1613962
Male,157.2015131,140.8041017
Female,156.0943878,104.313445
Female,161.0335891,143.8404297
Female,159.3095459,136.1355498
Male,171.5687741,163.4952026
Female,161.1465681,130.3086312
Female,163.4061381,123.9469043
Male,172.6691048,184.3748783
Female,176.4563079,178.9814637
Male,167.0557157,170.5725209
Female,165.2964213,152.0746263
Female,159.6856865,132.6948687
Male,177.3516999,189.8086025
Female,161.7675261,136.3534185
Male,185.8799303,223.3975723
Female,157.5201603,133.6528299
Female,156.3404713,124.5142356
Male,177.2982595,173.0412559
Female,172.4549746,153.4364809
Male,164.4254379,166.5011147
Male,172.9432759,170.1252448
Female,148.3795952,96.422171
Male,172.4721902,173.3975281
Male,166.9049237,170.9006769
Female,165.4199284,144.5327312
Female,157.1738369,108.1366394
Female,158.3774852,124.0673878
Male,165.0781675,144.5510438
Male,181.4994781,179.4431862
Female,158.0169532,126.0014937
Male,176.9728946,192.0916777
Male,168.7163894,167.3932551
Male,169.9064793,186.2040058
Female,168.2828385,153.8530874
Male,179.8970308,173.9635774
Male,172.3084837,192.3687772
Female,149.6516205,111.3343593
Female,163.7294516,138.5374814
Male,173.3596646,187.0605522
Male,165.5927288,156.2861991
Female,147.1591528,97.70828469
Male,169.3412286,180.4687419
Male,181.986796,211.2403332
Male,185.4350012,193.0864742
Male,172.7991777,176.6653529
Male,182.1776662,202.2682774
Male,172.7841616,160.08529
Male,176.5273241,197.4562805
Male,173.5542579,177.9847286
Male,161.6233276,158.6858769
Male,180.8427621,210.134529
Female,171.1556185,156.4926744
Male,177.4342967,207.9166862
Female,161.8232971,135.8499247
Female,163.3049044,146.7016168
Female,158.2263244,133.0204354
Female,152.1241474,108.625579
Male,177.0800465,181.9428902
Male,177.2445524,184.8415834
Male,184.3131202,211.7664268
Male,173.0834193,188.1451421
Male,183.2172558,184.1471888
Male,178.8883233,199.1441775
Male,183.9853095,201.6148974
Female,157.2866427,130.7672493
Male,168.6914755,182.7101495
Male,168.2882716,176.4862269
Female,165.8774804,141.3792133
Male,182.829224,191.0161622
Female,157.2150614,113.0433002
Female,156.1544649,116.277148
Female,167.5521548,135.7487337
Female,158.8191611,117.659637
Female,175.7964535,147.0493817
Male,181.4572694,182.1743643
Male,187.4492976,211.7641408
Female,161.0953637,129.921671
Female,159.0676248,132.152415
Male,177.9147312,180.4245992
Female,148.8369527,104.7974634
Male,185.8367628,213.5094923
Male,174.327709,185.5380197
Female,149.8644246,102.4786647
Male,170.5445143,165.1439238
Female,162.4283193,125.8189265
Male,168.8318164,185.6925553
Female,166.3238528,134.9544349
Male,182.7994964,201.5281774
Female,167.3390428,138.8977831
Male,169.306657,168.0140297
Female,151.4673526,101.4551294
Female,161.8770266,135.5985922
Male,171.1858928,144.2776711
Male,170.950601,187.3466372
Male,188.9455516,217.1437905
Male,171.5852002,175.6588963
Male,170.5448826,182.6091392
Male,189.60975,227.5006451
Female,170.4361258,159.5907024
Male,176.3265774,185.3591296
Female,161.8883235,142.4912037
Female,161.892785,130.2801597
Female,161.6195907,168.4129684
Female,160.2853003,138.3357127
Male,163.3678752,157.7830207
Female,162.8663489,125.3903909
Male,170.1756559,189.8933425
Female,151.4442348,107.3752399
Male,173.4337405,186.6776783
Female,164.206095,127.9707738
Male,183.7021943,209.450911
Male,175.2905523,182.6866843
Female,156.2112358,126.0883382
Male,180.2115864,189.7030888
Male,172.6004208,171.2171413
Male,183.6424836,213.2294517
Male,179.4255464,189.80977
Male,176.830868,189.5849573
Male,171.7017536,168.8263792
Male,182.5054446,203.6204307
Female,162.2125852,137.153446
Male,177.2929145,184.2920655
Male,178.9735128,185.0212235
Male,163.1908157,153.1200634
Male,170.9368521,175.3386598
Female,157.7717607,145.3373594
Male,173.7710295,194.3852303
Female,164.4399191,147.2696705
Male,176.1611401,202.3322157
Female,173.2855678,161.0415784
Female,176.2095631,158.4550328
Female,157.0102381,124.9601057
Male,169.9855294,173.6342571
Male,163.2197584,161.311622
Male,174.2886237,183.1382237
Male,174.6030261,183.4010746
Female,172.500098,168.7055516
Male,186.8643363,205.35946
Female,157.3141788,133.460885
Male,174.469692,187.3225748
Male,172.1979292,179.9137661
Male,168.9906359,168.2474368
Male,178.0469836,201.993728
Female,154.0109856,136.8791272
Female,165.7048716,135.6482123
Female,163.8357034,134.0454921
Female,161.2988063,152.6992465
Male,172.8388618,177.123991
Male,166.0198999,158.8772062
Male,184.4817088,204.7619655
Female,166.1800857,147.0210353
Female,161.7323845,135.8309547
Male,166.6244532,146.3343794
Male,172.4166204,175.222848
Female,168.1107747,157.6829504
Male,177.2880805,181.418074
Male,173.3728994,185.6465964
Male,178.0913218,216.9465466
Male,161.7250711,161.5786407
Male,166.205051,167.7279617
Male,175.388621,191.5222749
Female,166.4755086,134.6990636
Male,185.4919214,225.5640771
Female,160.4795181,135.5754041
Female,175.4702091,163.6320265
Female,157.2098876,117.6461029
Female,161.2945704,123.0755602
Female,161.9590439,136.2308642
Female,162.1883565,145.825608
Male,171.8868405,182.0152255
Female,162.8693128,136.8605078
Female,167.4861412,157.1603635
Male,167.578143,178.2950961
Male,171.6429665,175.8919596
Male,179.8628921,206.2933696
Male,168.0152557,183.9350701
Male,175.0564982,189.9185711
Female,158.0767446,121.4252504
Female,159.6449227,145.3154971
Female,155.564403,102.9180335
Female,170.776021,153.4265061
Female,161.098867,153.1766157
Male,155.7388942,149.8770657
Male,170.4384714,153.2124625
Male,186.6769472,214.819848
Female,149.7891945,112.9756301
Male,171.9715455,196.9332677
Female,168.6346531,148.0556401
Male,175.6372742,190.345611
Female,170.4275384,155.5023416
Female,152.3950875,113.9449883
Female,154.8210178,119.1832395
Male,186.9671306,211.4604798
Male,172.7131807,177.6198629
Male,180.2601511,204.4101633
Male,173.9801789,182.1829921
Male,182.3179715,195.024269
Female,163.3818012,138.9767334
Male,168.2219029,156.6766747
Male,181.7890909,200.5465701
Female,163.831754,156.2244869
Female,160.0715595,137.8990147
Male,176.7072404,182.7948442
Male,166.1682651,176.8616842
Male,172.7804511,180.1285324
Male,173.1465554,201.438831
Male,178.3911239,184.0251306
Male,168.1076356,172.6376115
Female,154.1246036,120.6185349
Male,171.3106624,165.2742449
Female,169.2581189,146.4112684
Female,172.2596179,165.1491121
Female,165.5645488,143.7641298
Male,176.728727,184.2198182
Female,163.1111101,154.4466049
Male,169.242844,170.4211493
Female,167.4089782,149.0594482
Female,151.7286406,129.0044176
Male,169.4622512,181.8246867
Female,159.4309067,133.2070202
Female,158.7390294,137.5368148
Male,177.651547,187.4036005
Male,154.7767788,140.1517157
Female,154.9856904,120.1396493
Male,173.3316359,163.6325161
Female,158.650464,126.6795855
Female,158.3381706,129.2565623
Female,168.9218192,144.2108305
Female,150.4915855,110.5871908
Female,157.8004208,120.3394785
Male,176.6153333,200.6778238
Male,172.5133599,183.5438014
Male,173.9254466,183.3751339
Male,172.7498418,175.0150905
Female,152.4947107,117.6058738
Female,156.5146625,113.1701561
Male,173.4197483,181.4544623
Male,180.7648045,206.9429818
Male,174.8341109,172.2692766
Female,174.4432201,163.88945
Female,170.3600808,160.413715
Male,178.3994003,196.4614135
Female,154.0802874,114.0894674
Male,169.4169993,177.2924766
Female,165.2429214,141.1601005
Male,175.3388996,170.3101222
Female,162.0257476,140.3284158
Male,180.4536804,205.8433383
Male,179.0426303,178.9187142
Female,163.2507945,141.284308
Male,178.3318314,198.6416362
Male,175.7874719,186.1774738
Male,171.4788494,176.0854243
Female,161.612473,145.4613919
Female,172.119301,154.0417587
Female,149.1501161,106.0668625
Female,169.2039074,148.7079522
Female,167.0827885,156.781258
Male,175.457461,188.5061787
Female,161.0942503,124.6890466
Male,172.1727264,198.3117562
Female,163.4775727,141.2010452
Female,159.0144229,114.8062991
Female,155.3920774,121.3270625
Male,160.329694,153.9447313
Male,186.189646,232.2506433
Female,154.3986841,133.2355384
Male,184.004964,200.8576584
Female,165.2831133,145.6639828
Male,173.344698,193.277624
Male,176.5631103,177.2015528
Male,185.0497015,210.499351
Male,181.5695494,193.0097579
Female,159.2180001,124.4400256
Female,164.2258546,143.8267868
Male,169.8575075,173.0613404
Male,176.5768279,189.6174538
Male,172.4682225,184.2074156
Male,180.7790861,193.7200436
Male,182.2162847,185.8426218
Female,162.9621763,138.794825
Male,171.2499554,175.2139224
Female,162.5825462,154.0514298
Male,169.6619327,161.5855911
Male,167.2626025,169.6068598
Female,172.6409994,188.8722753
Male,172.9643982,167.7471412
Male,181.6794472,206.5439534
Female,163.6621943,135.2699415
Male,182.0632128,206.4017808
Male,178.9042657,189.9065838
Male,178.2723153,188.0013942
Female,163.6967032,140.087594
Male,170.8406631,163.3865127
Male,172.5539717,166.4350688
Female,157.1242692,132.7761784
Female,169.3374457,145.3460937
Male,189.2754051,201.9579717
Male,179.0838605,187.1357502
Male,178.5478772,183.8239454
Male,166.9740428,179.4894904
Female,153.4023745,130.7854321
Male,165.7201243,159.5032198
Male,178.6937749,198.9030119
Male,156.960129,135.8944475
Female,165.173842,156.8227317
Female,156.1956293,121.2726047
Male,181.7179277,203.7834348
Female,158.9134397,123.5541758
Male,187.6668229,209.6265724
Male,186.516592,216.0151764
Male,170.4752979,180.8252205
Female,154.8049894,136.6558411
Male,189.2832691,216.5331913
Male,178.9852217,187.2832522
Male,169.5493778,166.3662646
Male,171.1532074,198.5505755
Female,158.0733397,122.7596294
Male,171.8384815,188.8898645
Female,159.7520056,151.3474651
Male,183.4274637,212.1199421
Female,152.2022915,125.5471872
Female,150.9853217,117.1746515
Female,168.0638657,146.6789546
Female,164.2311676,134.4447848
Male,176.519991,203.3539004
Female,155.7640301,115.2243686
Male,174.1274071,172.2157454
Female,160.8062298,134.417675
Female,167.9318912,159.3721566
Female,157.6644455,144.8077054
Female,159.7522809,120.6167403
Male,171.645971,181.432713
Female,148.9675956,100.2342507
Male,168.4005797,159.2359878
Female,162.4985331,141.6917068
Female,163.493681,126.5191191
Male,176.2442155,210.485106
Female,159.9396914,124.7739026
Male,158.9078394,164.0519828
Male,171.8485077,192.121524
Male,175.0446376,172.9303407
Male,186.7984443,206.1003672
Male,185.6732036,213.4317284
Male,176.1155267,184.1194153
Male,170.1381805,173.6635731
Female,161.9135412,136.348218
Female,165.060226,142.3706435
Male,168.8403111,178.3021983
Female,157.9847166,122.5489254
Female,158.1796445,145.9923778
Male,179.4483096,193.5198549
Female,176.9511796,166.9194456
Female,167.0717874,134.0013469
Female,158.8615499,142.4860335
Female,150.1609971,107.4708278
Male,178.9556783,190.8249379
Female,167.3379099,166.3487935
Female,176.1830083,169.4538239
Female,164.0002026,143.0722234
Male,164.7067103,154.4411225
Female,156.6430944,129.4012867
Male,180.4439362,207.2606333
Male,176.362434,214.5883172
Male,167.4319408,174.7199581
Male,177.6379245,187.7287575
Female,162.9450035,130.4345582
Male,176.647116,181.6716508
Male,175.2135659,164.7213074
Female,172.8719908,176.2444203
Male,178.3658567,185.9450077
Male,172.1675223,183.681029
Female,162.9642015,137.6841514
Male,172.9892452,186.5825364
Female,161.8936868,137.9402895
Male,169.0897623,189.8437093
Male,166.8899772,170.1005633
Female,162.3407847,140.6429348
Female,167.05544,147.7333612
Male,180.2557591,197.2358408
Male,175.4228916,176.3552112
Female,153.9840332,136.6560548
Male,174.711037,187.6354638
Male,168.4013037,150.1493613
Female,155.2568056,117.388949
Female,162.1157369,128.906813
Female,153.5612301,122.8793679
Female,161.6697268,134.6387147
Male,187.4907244,208.8660338
Male,173.1348205,194.1779795
Male,176.2370388,198.5166066
Female,175.3469776,163.8524613
Female,161.8814316,144.7776575
Female,153.6719446,120.9969839
Male,185.0836721,217.3352533
Male,183.923246,210.3640911
Female,159.6317812,152.6103843
Female,162.8967926,150.5182954
Male,170.9555345,173.1055488
Male,172.8253102,203.1615983
Female,167.8550977,165.4840718
Male,183.6847358,197.3685892
Male,181.8135128,205.3475962
Female,164.4517465,143.0557199
Female,157.4415764,138.8695042
Male,162.0798754,166.461038
Male,174.1449084,178.6917686
Female,166.5413109,166.9598257
Female,178.6573372,174.0315482
Female,165.0000167,142.093483
Male,177.8798592,197.6927564
Female,169.3984356,153.5569663
Male,186.4463086,192.7324047
Male,182.7507659,208.0889465
Female,157.9415707,129.34441
Female,154.3157172,110.133724
Male,164.787079,176.7961081
Male,177.2161834,182.7954943
Male,179.9263827,201.4034024
Male,181.8857417,193.0701422
Male,174.0098418,183.5950587
Female,160.5078715,126.3318988
Male,179.6168508,209.1614742
Male,172.0035852,175.1592002
Female,160.3522663,141.9141627
Female,165.5616989,142.1396234
Female,156.4954493,117.1031548
Male,180.0338468,186.270383
Male,189.8872312,209.7235497
Female,166.5411335,137.0223863
Male,170.7558652,158.1254581
Female,169.8567637,158.8551942
Male,185.8816894,208.8391625
Male,168.2341163,183.1612325
Female,151.2091524,124.8095709
Female,167.2855148,140.3829979
Male,170.8299711,165.2648086
Male,173.5529063,207.7849246
Female,151.2589465,132.9883887
Male,171.2265969,195.4726639
Female,167.7915396,158.5356261
Female,154.4517419,112.4363416
Female,163.9996679,137.4316449
Female,155.9888573,123.9622851
Female,160.9635058,128.1181691
Female,166.4833329,142.7036325
Male,180.9080137,209.7335388
Female,153.4699877,97.26388078
Female,165.1939557,147.8703567
Male,171.5277399,167.6137769
Female,171.2212972,165.0753893
Female,159.5117132,131.1107988
Female,160.797459,128.7296883
Female,156.9494396,135.63347
Female,162.977415,139.6447002
Male,169.2437605,164.0591567
Male,178.9682606,199.1835333
Male,162.4947873,172.8834702
Male,178.9066816,186.8091992
Female,174.8121779,175.0318076
Female,169.0309257,157.0907527
Female,159.4941083,144.8753977
Male,170.7625294,161.7035362
Female,148.0846282,92.29814647
Male,172.72159,177.6018026
Female,150.676693,102.0420284
Male,177.21291,186.3328433
Female,171.9068745,175.0127997
Female,165.666766,129.1360695
Female,155.7484423,97.10750426
Male,175.8323136,193.7563258
Male,171.5415113,177.0565155
Female,175.1017496,157.5376401
Female,148.9873687,110.0128729
Female,158.0282389,133.6151543
Female,159.6259723,131.1348845
Male,186.5344816,226.2257
Female,168.4466348,153.2466021
Male,168.6378515,186.0666781
Female,160.7655027,138.6940051
Male,171.8733268,193.0816469
Female,172.9181898,182.700437
Female,171.9932369,163.3344499
Female,159.1002121,115.1155096
Male,167.2696802,178.0314596
Female,159.5013728,128.8062933
Male,183.2663184,181.2436481
Female,164.3948946,144.8092953
Female,149.5407237,102.9270775
Male,162.4545803,138.5765641
Male,173.9133532,201.0860144
Female,159.7729312,137.0417948
Male,165.0819445,138.9241726
Female,158.4873925,146.8073086
Male,173.0199685,180.0656094
Male,174.0054964,164.4999186
Male,177.1953018,188.9558325
Female,163.4893626,135.6000876
Male,183.6795295,194.891589
Male,178.9156226,194.0961313
Female,158.780231,139.4519594
Male,177.310479,217.1897415
Female,157.2494633,128.598973
Female,165.934841,133.6936749
Male,175.1767509,175.5521238
Male,173.179056,181.0560953
Male,179.7105818,206.3783655
Male,177.6602645,182.3462185
Female,153.7761202,118.3763761
Male,180.237103,212.2301447
Female,156.2816584,117.6547383
Male,182.3460411,207.4936911
Female,148.6545832,107.7924965
Female,152.7823269,111.3029357
Male,174.4846959,189.7425419
Female,146.5567099,92.22305324
Female,156.8313202,130.3019678
Female,157.2794631,115.8748176
Female,167.5225408,163.5971219
Female,162.0829625,149.8255755
Female,158.6884626,117.215462
Male,160.1604657,157.4379016
Male,170.5003844,170.043605
Female,161.5317235,145.4775395
Female,159.6195034,134.9914648
Male,165.6768265,167.1154588
Female,156.1487961,142.5187957
Female,158.0721096,133.1772288
Female,156.5294892,118.7629253
Female,146.6600874,93.65295688
Male,171.2854783,159.8124724
Female,159.8230261,146.20309
Female,168.2959754,160.5300525
Female,159.5383844,124.2675881
Female,172.821964,161.8818408
Female,151.9049357,102.1472298
Female,174.0758721,156.7022698
Female,177.262365,167.4376589
Female,173.0860586,152.4305616
Female,157.0716438,110.4141611
Male,174.5925407,169.6417369
Male,179.9332758,201.3907634
Male,184.6763492,204.3651038
Female,157.3994676,132.7656421
Female,163.3943676,135.8190938
Female,165.3738298,133.3325134
Female,165.5847834,152.4997607
Female,168.9195564,165.8083639
Female,166.0238927,145.9286724
Female,154.1646305,90.18540565
Female,149.7673556,110.8154211
Male,179.338633,197.3412472
Male,175.7603359,194.2577478
Female,161.1082595,132.3576722
Female,160.0075137,140.4505212
Male,174.2747751,187.7391929
Female,147.4150417,100.4968306
Female,164.5893614,152.8287055
Female,155.829233,123.9085003
Male,178.1435749,186.1084084
Female,152.1331071,129.1738388
Male,169.3919294,162.5654067
Female,161.6593736,147.1914771
Male,177.9507007,225.014368
Female,157.4585651,129.3215304
Male,177.8884456,174.3248392
Female,157.7056183,130.9418811
Male,183.3816233,199.4919886
Male,157.7559465,145.768216
Male,165.58987,185.3482108
Female,153.3749407,125.4461044
Male,164.6633017,146.9545159
Male,170.8226598,152.2121558
Female,165.8264852,143.3730772
Female,154.1141346,128.6158085
Male,165.2457277,157.5824315
Female,162.5411157,134.353308
Female,162.8191131,141.74505
Male,160.7138048,143.2486718
Female,165.2257814,145.0735386
Female,161.8981578,131.9173252
Female,164.4575884,144.6246261
Female,164.8556497,152.572858
Female,160.1037722,122.0440586
Male,181.9948717,184.9818143
Female,178.4763357,158.234596
Female,159.5664924,138.4029071
Male,174.9884035,201.8676789
Male,178.9742489,191.9207273
Male,173.6562524,196.9495064
Male,180.2706177,190.2219929
Male,163.8292639,164.7231305
Female,144.1643132,88.88485318
Male,173.6340801,194.466166
Female,160.3727088,141.7697518
Male,165.2988551,163.6724806
Female,175.6058068,165.681834
Male,175.7560581,201.3036955
Female,162.5799088,135.6674164
Female,162.7913779,142.1625528
Female,161.4967726,138.2293962
Female,155.365136,111.5727657
Female,159.9825438,122.3220005
Female,145.308184,99.49482376
Female,152.4659132,87.035416
Female,163.2386219,140.303091
Male,180.1645607,188.7038853
Male,188.7043128,222.327978
Male,172.6481713,166.31193
Male,186.9987217,206.4922129
Female,165.0542248,157.8291518
Male,167.7028238,166.9610205
Female,161.6404294,131.4206971
Male,180.0277023,186.3398244
Female,167.3447486,131.6252652
Female,167.4206513,152.0002143
Male,176.7289582,191.3772522
Female,159.4853912,141.718207
Male,184.2982661,198.8091869
Male,172.4199992,203.4548686
Female,173.1268041,158.0961834
Male,184.7652113,202.8736828
Female,158.5063155,132.85967
Male,166.9820692,178.1062667
Male,167.8318635,182.4280025
Female,168.6930433,150.9576996
Female,176.8752651,177.5893514
Male,173.7237166,169.634399
Female,172.5238192,172.1682929
Male,170.9301905,189.8097614
Female,165.7487605,137.4155435
Female,148.1423192,117.053156
Female,162.3203433,169.0791294
Male,187.4044372,221.2400958
Male,160.044849,147.90182
Female,167.6939291,141.6562452
Female,163.1145209,168.5464577
Male,176.962115,177.1191607
Male,170.7685287,186.2747971
Male,189.6597599,227.4603038
Female,152.246088,110.614615
Male,167.4607311,168.0904122
Female,161.2217721,155.4888952
Female,161.6810689,127.8416257
Female,164.7696494,149.4863902
Male,176.8702832,200.3428137
Male,178.2695881,189.9158723
Male,172.9724247,183.3126553
Female,165.8237629,129.2936024
Female,159.0341481,134.765899
Male,186.9820278,207.6790285
Male,182.2713239,211.5616698
Male,179.4770341,185.7550604
Female,172.6260611,162.4099885
Female,181.0448676,162.3133932
Female,174.7638488,167.9461716
Male,174.4295274,182.1635617
Male,178.0620375,186.6754661
Female,168.267293,154.4063733
Female,167.9768174,153.5939525
Female,148.5162985,103.0459528
Female,161.1928678,115.8639321
Male,183.9874648,207.6378327
Male,173.9439634,170.3523296
Male,175.9824237,189.9362491
Female,159.9843905,129.4492386
Female,162.1166125,134.2480571
Male,172.0357522,194.1804446
Male,170.5360724,188.8484986
Female,155.5840905,109.6817579
Female,145.7344267,114.1922086
Male,169.2582693,155.7644546
Male,169.1068898,178.488157
Female,164.5227739,143.4454504
Male,171.3014997,168.4318692
Female,174.3270768,166.13451
Male,175.6726735,190.8490701
Female,168.6429841,162.3033988
Female,168.1067456,146.0775596
Male,179.1580548,203.7632915
Male,168.6255369,159.376926
Male,169.5034305,171.5240417
Female,178.8122342,167.5424113
Male,172.9954843,178.4611686
Female,156.1205502,137.299169
Female,168.909661,143.7580069
Female,146.1839944,98.64396312
Female,158.3978532,112.2830125
Male,167.2782466,174.7634217
Male,168.5286995,172.7347648
Female,170.294104,140.8155175
Female,163.7991192,148.2258405
Male,182.2845204,200.8009211
Female,166.3386055,146.0601563
Female,161.7948194,130.6111944
Female,163.3224974,129.4833421
Female,166.5464315,138.5393173
Male,180.945231,205.3857099
Female,152.7704746,120.8885216
Male,180.5794542,188.6813886
Female,170.8688121,137.6343182
Female,170.1211522,157.6116833
Female,162.1593987,129.3820829
Female,172.7185996,161.3219
Female,158.6191129,132.3370775
Female,164.0313947,144.296026
Female,161.8618645,125.4174224
Female,158.4092417,138.6484473
Male,177.7400494,197.9161593
